,TARGET,성별,차량 소유 여부,부동산 소유 여부,수입 유형,최종 학력,결혼 여부,주거 형태,휴대전화 소유 여부,이메일 소유 여부,직업,가족 구성원 수,산업군,나이,가입연수,도시구분,월간 수입
35997,0,2,0,1,1,0,0,0,1,0,13,3,23,2,2,3,1
35998,0,2,0,1,1,0,0,3,1,0,6,3,16,0,2,1,0
35999,0,1,0,1,2,0,0,3,1,0,12,3,24,1,0,3,1
36000,0,2,0,0,3,0,3,3,1,0,1,1,5,4,1,3,0
36001,0,1,0,1,1,1,0,3,1,0,5,3,16,1,1,1,1
36002,0,2,0,1,2,0,0,3,1,0,10,2,16,3,1,1,1
36003,0,2,0,0,3,0,4,3,1,0,1,2,5,4,1,1,1
36004,0,2,0,1,3,0,1,3,1,0,1,1,5,4,2,3,1
36005,1,1,1,1,2,0,0,3,1,0,7,2,16,2,1,0,3
36006,0,1,1,0,1,0,2,3,1,0,7,2,13,1,0,0,3
36007,0,2,0,1,1,0,2,3,1,0,3,2,19,1,1,1,3
36008,1,2,0,0,3,0,0,3,1,0,1,2,5,3,0,0,0
36009,0,1,0,1,2,0,0,3,1,0,3,2,23,3,1,0,3
36010,0,1,1,1,3,0,0,3,1,0,1,2,5,3,1,3,1
36011,0,2,0,1,3,0,3,3,1,0,1,1,5,4,2,3,3
36012,0,1,1,0,1,0,0,3,1,1,3,2,16,1,1,0,2
36013,0,2,0,1,3,0,0,3,1,0,1,2,5,3,1,0,1
36014,0,2,0,1,2,0,1,0,1,0,11,1,5,3,1,0,2
36015,0,2,0,0,3,0,0,3,1,0,1,2,5,4,2,1,0
36016,0,1,0,1,1,0,1,3,1,0,7,1,13,3,2,1,0
36017,0,2,0,1,1,0,0,3,1,0,17,5,26,1,1,3,3
36018,0,2,1,1,1,1,0,3,1,0,3,2,30,2,0,0,2
36019,0,1,0,1,1,0,0,3,1,0,5,3,10,3,0,3,3
36020,0,2,0,0,1,2,0,3,1,0,17,2,21,1,1,0,0
36021,0,1,0,0,1,0,4,3,1,0,1,2,5,1,1,0,3
36022,0,2,0,0,2,1,0,3,1,0,18,4,16,1,1,0,1
36023,0,1,0,0,1,0,0,3,1,0,7,2,13,1,1,3,1
36024,1,1,0,0,2,0,2,0,1,0,15,1,17,2,1,0,1
36025,0,1,1,1,2,1,0,3,1,1,1,2,16,0,0,0,3
36026,0,2,0,0,1,0,0,3,1,0,1,2,5,2,1,0,0
36027,0,2,0,1,0,0,0,3,1,0,5,2,21,2,2,1,0
36028,0,1,1,0,1,0,0,3,1,0,12,2,20,3,0,0,3
36029,0,1,1,1,2,1,0,3,1,0,16,2,24,1,1,1,3
36030,0,2,0,0,1,3,0,3,1,0,5,2,16,1,0,1,0
36031,1,1,1,1,1,0,0,3,1,0,1,4,5,1,0,1,1
36032,0,2,0,0,1,1,0,3,1,0,18,2,22,2,0,0,2
36033,0,2,0,0,1,1,0,3,1,0,3,4,16,1,1,0,3
36034,0,2,0,1,1,1,0,3,1,1,17,2,30,2,0,0,0
36035,0,2,0,1,3,0,0,3,1,0,1,2,5,3,2,0,0
36036,0,2,0,1,3,0,0,3,1,0,1,2,5,4,3,1,1
36037,0,1,1,1,3,1,0,3,1,0,1,2,5,3,1,0,1
36038,0,2,0,1,2,0,0,3,1,0,16,3,16,1,0,3,1
36039,0,1,0,1,2,1,0,3,1,0,3,2,16,3,1,0,3
36040,0,2,0,0,1,1,4,3,1,0,11,2,16,0,1,1,2
36041,0,2,0,0,2,1,0,3,1,0,4,2,16,3,0,0,3
36042,0,2,0,1,2,0,2,3,1,0,17,2,21,3,1,1,2
36043,0,2,0,1,1,0,1,3,1,0,10,1,24,2,0,1,2
36044,0,2,1,0,2,1,1,3,1,0,8,1,16,2,1,1,3
36045,0,2,0,1,2,1,4,3,1,0,13,2,16,1,1,3,1
36046,0,2,0,0,1,0,0,3,1,0,5,2,16,4,2,0,0
36047,0,1,1,1,1,0,0,3,1,0,5,3,24,2,1,3,3
36048,0,1,0,1,3,0,0,3,1,0,1,2,5,4,1,0,0
36049,0,2,0,1,3,1,0,3,1,0,1,2,5,2,2,0,1
36050,0,2,0,1,1,0,0,3,1,1,18,3,24,2,1,0,2
36051,0,2,0,1,2,1,0,3,1,0,1,3,26,1,0,0,2
36052,0,2,0,1,2,0,1,3,1,0,3,3,16,1,2,0,3
36053,0,2,0,0,2,0,0,3,1,0,1,2,20,3,0,0,3
36054,0,2,0,1,2,1,0,3,1,0,3,2,16,3,1,1,1
36055,0,1,0,1,1,0,0,2,1,0,12,2,20,4,2,0,3
36056,0,2,0,1,3,1,0,3,1,0,1,2,5,4,1,0,2
36057,0,2,0,1,1,0,0,3,1,0,16,2,16,3,2,1,3
36058,0,2,0,1,1,0,0,3,1,1,5,2,0,2,0,0,0
36059,0,2,0,1,1,0,0,3,1,0,16,2,24,3,1,3,1
36060,0,2,0,1,2,0,0,3,1,0,10,2,24,2,2,0,1
36061,1,2,0,1,3,0,1,3,1,0,1,1,5,3,2,3,0
36062,0,1,0,1,1,1,0,3,1,0,3,3,16,0,1,3,3
36063,0,2,0,1,2,0,0,3,1,0,10,2,24,2,1,3,1
36064,0,2,1,1,1,0,0,3,1,0,5,3,24,1,1,1,2
36065,0,2,1,1,1,1,0,3,1,0,4,2,23,3,2,0,1
36066,0,2,1,1,1,1,0,3,1,0,3,3,5,0,0,0,1
36067,0,2,0,1,1,0,0,3,1,0,4,3,17,0,1,1,1
36068,0,2,0,1,3,0,2,3,1,0,1,1,5,3,0,3,3
36069,0,2,0,1,3,0,0,3,1,0,1,2,5,4,0,0,3
36070,0,2,0,1,1,0,1,3,1,0,10,1,24,2,0,0,1
36071,0,2,0,1,1,0,0,3,1,0,5,2,16,2,1,3,2
36072,0,2,0,1,3,0,0,3,1,0,1,3,5,3,2,0,0
36073,0,2,1,0,1,1,1,3,1,0,4,1,0,0,1,0,3
36074,0,2,0,1,1,0,0,3,1,0,16,2,5,2,2,1,1
36075,0,2,1,1,1,2,0,3,1,0,18,2,10,2,1,1,3
36076,0,2,0,1,1,0,0,3,1,0,10,2,5,3,0,0,3
36077,0,1,0,0,1,0,0,3,1,0,12,2,4,1,0,0,2
36078,0,1,1,1,1,0,0,2,1,0,1,5,4,1,1,3,2
36079,0,2,0,1,3,0,0,3,1,0,1,2,5,3,0,0,0
36080,1,2,1,0,2,1,0,3,1,0,5,2,0,2,1,0,3
36081,0,1,0,0,1,0,0,3,1,0,17,3,6,3,2,3,3
36082,0,2,0,1,1,0,0,3,1,0,13,2,17,1,1,0,1
36083,0,2,0,0,1,1,2,1,1,0,10,1,16,0,1,0,2
36084,0,2,0,1,1,0,2,3,1,1,1,1,5,3,2,1,3
36085,0,1,1,1,1,0,0,3,1,0,3,2,16,3,2,1,1
36086,0,2,1,1,1,0,0,3,1,0,13,4,23,1,1,1,0
36087,0,2,0,1,1,1,1,3,1,1,3,1,16,0,2,1,1
36088,1,1,0,1,3,0,0,3,1,0,1,2,5,4,0,1,0
36089,0,2,0,1,0,0,0,3,1,0,1,2,5,1,0,1,2
36090,0,1,0,1,1,1,0,3,1,0,1,2,24,0,2,3,3
36091,0,2,0,0,1,1,4,3,1,0,1,3,20,1,0,0,3
36092,0,1,1,0,1,0,0,3,1,0,5,4,20,0,1,0,3
36093,0,2,0,1,3,0,0,3,1,0,1,2,5,3,2,3,1
36094,0,2,0,0,1,0,1,3,1,0,6,1,16,2,1,3,3
36095,0,2,1,1,2,0,0,3,1,0,5,4,16,0,0,0,3
36096,0,2,0,1,1,2,0,3,1,0,10,2,20,0,1,1,0
36097,0,2,0,1,3,0,0,3,1,0,1,2,5,4,2,1,0
36098,0,2,0,1,1,0,3,3,1,0,13,1,23,3,2,1,1
36099,0,1,1,1,1,1,0,3,1,0,12,4,6,2,0,1,2
36100,0,2,1,1,3,0,2,3,1,0,1,1,5,4,1,0,0
36101,0,2,0,1,3,0,0,3,1,0,1,2,5,3,1,0,1
36102,0,2,0,1,2,0,0,3,1,0,1,4,16,1,1,0,2
36103,0,2,1,1,0,1,0,3,1,0,4,4,2,0,1,0,0
36104,0,1,1,1,1,0,0,3,1,0,5,6,24,1,1,0,1
36105,0,2,0,1,1,0,0,1,1,1,5,2,24,2,2,0,2
36106,0,2,0,1,2,1,1,3,1,0,17,1,22,0,0,0,1
36107,0,1,1,1,1,0,2,3,1,0,12,3,16,1,1,1,1
36108,0,1,1,1,2,0,0,3,1,0,7,4,13,0,0,0,3
36109,0,2,0,1,1,1,0,3,1,0,17,2,24,1,0,0,2
36110,0,2,1,1,1,0,0,3,1,0,10,3,16,1,0,3,0
36111,0,2,0,1,1,0,0,3,1,0,5,3,17,1,0,1,0
36112,0,2,0,0,2,1,1,3,1,0,17,1,16,0,1,0,2
36113,0,2,0,0,1,0,0,2,1,0,1,2,5,2,1,0,3
36114,0,1,0,1,3,3,4,3,1,0,1,2,5,4,0,0,3
36115,0,2,0,1,3,0,0,3,1,0,1,2,5,4,2,0,3
36116,0,1,0,1,2,1,0,3,1,1,1,2,16,1,1,0,0
36117,0,1,1,1,1,1,0,3,1,0,12,2,16,2,2,3,3
36118,0,1,1,0,1,0,0,3,1,0,15,2,5,2,0,0,1
36119,1,2,0,0,1,1,0,3,1,0,3,2,16,1,1,3,1
36120,0,2,1,0,2,1,0,3,1,0,3,3,10,1,1,1,3
36121,0,2,0,0,1,0,0,3,1,0,13,2,23,3,1,1,3
36122,0,2,0,1,1,1,0,3,1,0,17,3,10,1,1,3,2
36123,1,2,1,0,2,0,0,3,1,0,1,3,16,2,0,1,0
36124,1,2,0,1,1,0,4,3,1,0,1,3,16,1,0,0,1
36125,0,2,1,1,2,1,0,3,1,0,3,4,16,0,2,0,3
36126,0,2,0,1,0,1,1,3,1,0,17,1,21,1,1,3,3
36127,0,2,1,1,1,0,0,3,1,0,1,4,5,1,1,1,0
36128,0,2,0,1,1,0,1,3,1,0,18,1,24,3,2,1,3
36129,0,2,0,1,2,0,0,3,1,0,4,2,5,4,1,0,1
36130,0,2,0,0,1,1,0,3,1,0,18,3,5,0,2,1,0
36131,0,2,0,1,3,0,0,3,1,0,1,2,5,3,2,1,1
36132,0,2,0,0,3,1,3,3,1,0,1,1,5,3,2,0,0
36133,0,1,1,1,1,0,0,3,1,0,5,3,29,1,0,1,2
36134,0,2,0,1,1,0,4,3,1,0,10,2,24,3,0,0,0
36135,0,2,0,1,2,1,0,3,1,0,10,2,16,1,2,1,2
36136,1,2,0,0,1,0,0,3,1,0,1,2,6,0,1,1,0
36137,0,2,0,1,3,1,3,3,1,0,1,1,5,4,2,1,0
36138,0,2,1,1,0,1,0,3,1,0,1,2,16,3,1,3,3
36139,1,1,0,1,1,0,4,3,1,0,5,2,16,2,2,1,3
36140,0,1,1,1,1,0,1,3,1,1,4,1,20,0,2,3,3
36141,0,2,0,1,2,0,0,3,1,0,5,3,17,1,1,1,0
36142,0,2,0,1,3,0,1,3,1,0,1,1,5,4,2,0,0
36143,0,1,0,0,3,0,2,3,1,0,1,1,5,4,1,0,0
36144,0,2,1,1,1,0,0,3,1,1,10,2,24,1,1,0,2
36145,0,2,0,1,1,1,1,3,1,0,11,1,31,1,2,1,2
36146,0,2,0,1,1,0,0,0,1,0,10,2,24,2,2,1,1
36147,0,2,1,1,0,0,0,3,1,0,17,2,1,3,2,3,1
36148,0,2,0,0,1,1,4,1,1,0,5,3,16,1,2,3,0
36149,0,2,0,0,3,1,0,3,1,0,1,4,5,3,1,1,2
36150,0,1,0,0,3,1,0,3,1,0,1,2,5,3,2,0,3
36151,0,1,0,1,2,0,0,3,1,0,7,2,22,3,2,0,1
36152,1,1,1,1,1,0,0,3,1,1,5,2,24,2,2,0,3
36153,0,2,1,1,2,0,4,3,1,0,12,3,16,2,2,0,3
36154,0,2,0,1,1,1,2,3,1,1,1,1,16,2,2,1,0
36155,0,1,1,1,2,1,0,3,1,0,3,2,16,3,0,0,3
36156,0,2,0,1,3,1,2,3,1,0,1,1,5,3,1,3,3
36157,0,1,0,0,1,1,0,1,1,0,5,2,16,3,2,0,2
36158,0,2,1,1,2,0,0,3,1,0,10,2,10,2,1,1,1
36159,0,2,1,0,1,0,0,3,1,0,1,3,17,1,1,1,1
36160,0,1,1,1,0,0,0,0,1,0,3,3,20,1,1,1,2
36161,0,2,0,1,0,1,0,3,1,0,18,3,26,1,0,3,2
36162,0,1,1,1,1,0,4,3,1,0,5,5,16,1,1,0,2
36163,0,2,0,1,3,1,0,3,1,0,1,2,5,4,1,3,1
36164,0,1,1,0,1,0,0,3,1,0,5,2,24,2,2,3,2
36165,0,2,0,1,1,1,2,3,1,0,3,1,25,2,0,0,3
36166,0,1,1,1,1,0,1,3,1,0,5,1,16,0,1,1,3
36167,0,2,0,0,1,0,0,0,1,0,10,2,24,3,1,1,3
36168,0,2,1,1,2,0,0,3,1,0,5,2,16,2,1,0,2
36169,0,1,0,0,2,2,0,3,1,1,1,3,16,2,1,3,3
36170,0,1,0,0,1,0,0,3,1,0,5,4,16,1,1,1,2
36171,0,1,1,1,0,0,0,3,1,0,7,3,26,2,1,3,0
36172,0,1,0,1,1,0,1,3,1,0,15,1,16,0,1,1,1
36173,0,2,0,0,1,0,3,3,1,0,1,1,20,3,2,0,2
36174,0,2,0,0,1,0,0,3,1,0,1,2,23,2,1,3,0
36175,0,1,1,0,1,0,0,3,1,0,12,2,16,3,1,1,3
36176,0,2,1,0,1,0,0,3,1,1,5,4,28,0,0,1,1
36177,0,2,1,1,1,0,0,3,1,0,2,3,18,0,0,3,3
36178,1,1,1,0,1,0,0,3,1,0,3,2,16,1,0,1,3
36179,0,1,0,0,1,1,0,3,1,0,10,2,16,3,0,0,2
36180,0,1,0,0,2,0,1,3,1,0,10,1,10,0,0,3,2
36181,0,1,0,1,1,0,0,3,1,0,5,4,20,1,0,1,0
36182,0,2,1,1,2,2,1,3,1,0,10,1,16,0,1,0,2
36183,1,2,0,1,2,1,0,3,1,0,10,2,16,1,1,0,1
36184,0,1,0,0,3,0,0,3,1,0,1,2,5,3,2,0,1
36185,0,2,1,0,2,0,0,3,1,0,2,2,16,2,0,0,3
36186,0,1,1,1,2,1,0,3,1,0,5,2,5,0,2,1,1
36187,0,1,1,0,3,1,0,3,1,0,1,2,5,4,1,1,0
36188,0,2,0,1,1,0,0,3,1,0,5,2,24,2,2,0,2
36189,0,2,0,1,3,0,0,3,1,0,1,2,5,3,2,3,2
36190,0,2,0,1,3,1,2,3,1,0,1,1,5,3,2,1,3
36191,0,1,0,0,1,0,0,3,1,0,15,2,16,2,0,0,1
36192,0,2,0,1,3,1,4,3,1,0,1,2,5,2,1,1,3
36193,0,2,0,1,2,0,0,3,1,1,5,2,16,2,1,3,3
36194,0,2,0,1,2,0,0,3,1,0,2,2,5,2,1,0,2
36195,0,2,0,1,2,1,0,3,1,0,17,2,21,1,0,1,1
36196,0,1,1,0,1,0,0,3,1,0,7,2,23,3,2,0,0
36197,1,2,1,0,1,0,0,3,1,0,5,2,16,3,0,0,2
36198,0,1,1,1,2,0,2,3,1,0,7,3,10,2,2,0,3
36199,0,1,1,1,1,0,1,3,1,0,10,1,20,0,1,3,1
36200,0,2,0,1,3,0,0,3,1,1,1,2,5,3,1,0,1
36201,0,2,0,0,3,0,2,3,1,0,1,1,5,4,0,1,1
36202,0,2,0,1,1,1,4,3,1,0,10,2,24,0,1,1,0
36203,0,2,0,1,2,2,4,3,1,1,1,2,20,0,1,0,1
36204,0,1,1,1,1,0,0,3,1,0,12,2,16,2,1,0,2
36205,0,2,0,0,0,1,2,3,1,0,1,1,5,2,1,0,1
36206,0,1,1,1,1,0,0,3,1,1,12,3,24,1,1,0,1
36207,0,1,1,0,1,1,0,3,1,0,4,3,16,1,0,0,1
36208,0,2,0,1,1,1,0,3,1,0,17,2,30,2,2,1,2
36209,1,2,1,0,1,0,0,3,1,1,13,4,23,1,1,0,2
36210,0,2,1,1,1,1,0,3,1,0,3,3,26,1,1,0,1
36211,0,2,1,0,1,0,1,3,1,0,10,1,7,3,1,0,3
36212,0,2,0,0,1,1,2,3,1,0,10,1,16,2,1,0,1
36213,0,2,0,0,1,0,0,3,1,0,1,3,17,2,1,1,1
36214,0,2,0,1,0,0,0,3,1,0,17,2,26,2,0,0,3
36215,0,2,1,1,0,1,0,3,1,0,1,4,5,1,1,0,0
36216,0,1,1,0,2,0,0,3,1,1,3,2,16,2,1,1,2
36217,0,2,1,1,2,1,0,3,1,0,1,2,26,2,0,0,1
36218,0,2,0,1,1,1,4,3,1,0,1,3,5,1,1,0,0
36219,0,2,0,1,1,0,0,3,1,0,10,2,24,2,0,1,2
36220,1,2,0,1,1,1,1,3,1,1,1,1,16,0,0,1,1
36221,0,2,0,1,3,0,2,3,1,0,1,1,5,4,1,1,0
36222,0,1,0,0,1,0,0,3,1,0,12,2,16,1,1,0,2
36223,0,1,0,1,1,0,0,3,1,0,5,2,24,2,0,3,2
36224,0,2,1,1,2,1,0,3,1,0,8,2,24,2,1,1,3
36225,0,2,0,1,1,1,0,3,1,0,18,2,16,3,0,3,1
36226,0,1,0,0,1,1,4,3,1,0,5,2,16,3,2,0,3
36227,1,2,1,1,2,1,4,3,1,0,10,2,16,0,2,0,2
36228,0,1,1,1,2,1,0,3,1,0,8,2,16,3,2,0,2
36229,0,1,0,0,1,0,1,3,1,0,4,1,16,2,1,3,3
36230,0,2,1,0,1,1,0,3,1,0,17,3,30,1,1,1,0
36231,0,2,0,1,3,0,0,3,1,0,1,2,5,3,1,3,1
36232,0,2,0,0,1,0,0,3,1,0,5,2,10,0,1,1,2
36233,0,2,0,1,1,0,2,3,1,0,1,1,16,2,1,3,1
36234,0,1,1,1,2,0,0,3,1,0,5,4,16,1,1,1,3
36235,0,2,0,1,3,0,0,3,1,0,1,2,5,3,0,1,3
36236,0,2,1,1,1,1,0,3,1,1,17,2,30,2,1,3,2
36237,0,1,1,1,0,1,1,3,1,0,1,1,5,0,1,0,3
36238,0,2,0,1,3,0,0,3,1,0,1,2,5,3,2,0,1
36239,0,1,1,1,1,0,0,3,1,0,1,3,16,0,1,1,3
36240,0,1,0,1,2,2,0,3,1,0,12,3,13,0,0,3,1
36241,0,1,1,0,1,0,0,3,1,0,10,3,10,0,2,0,1
36242,0,1,1,0,1,1,0,3,1,0,12,4,26,1,0,1,2
36243,0,2,0,1,2,1,0,3,1,0,5,2,18,1,1,0,2
36244,0,2,0,1,3,0,2,3,1,0,1,1,5,3,2,0,1
36245,0,2,0,1,3,0,3,3,1,0,1,1,5,3,1,3,0
36246,0,1,1,1,1,0,0,3,1,0,5,2,10,3,2,0,3
36247,0,2,1,1,2,0,2,3,1,0,18,1,5,1,1,0,3
36248,0,2,0,1,1,0,0,3,1,0,16,2,16,3,2,1,1
36249,0,1,1,0,1,0,0,3,1,0,1,4,16,1,0,3,2
36250,0,2,0,1,1,2,0,3,1,0,17,2,16,0,2,1,2
36251,0,2,0,1,0,0,1,3,1,1,17,2,5,1,2,0,3
36252,0,2,0,1,1,1,0,3,1,0,1,3,16,1,1,0,1
36253,0,2,1,0,2,1,2,3,1,0,17,2,24,0,1,0,3
36254,0,2,1,0,0,0,0,0,1,0,5,2,4,2,1,1,2
36255,0,2,0,1,3,0,0,3,1,0,1,2,5,3,0,0,1
36256,0,2,0,1,1,0,0,3,1,0,10,2,30,1,1,0,1
36257,0,2,1,1,2,1,0,3,1,0,3,2,22,1,0,0,2
36258,0,2,0,0,3,0,2,3,1,0,1,1,5,3,0,0,1
36259,0,1,0,1,1,0,0,3,1,0,5,4,17,3,0,3,1
36260,1,1,0,1,3,0,2,3,1,0,1,2,5,2,0,1,1
36261,0,2,1,1,2,0,0,3,1,0,17,2,10,0,0,0,0
36262,0,2,0,1,2,0,4,0,1,0,2,2,16,2,2,0,3
36263,0,2,0,1,3,1,0,3,1,0,1,2,5,3,1,1,2
36264,1,2,1,1,1,0,0,3,1,0,10,3,24,1,1,1,0
36265,0,2,0,0,1,0,0,3,1,0,10,3,16,0,0,1,1
36266,0,1,1,1,1,3,4,3,1,0,12,2,20,3,2,1,1
36267,0,2,0,1,1,1,0,3,1,0,17,2,22,1,0,3,3
36268,0,2,0,1,2,0,0,3,1,0,1,4,16,1,1,3,1
36269,0,2,0,1,2,0,0,3,1,0,5,2,16,3,2,0,3
36270,0,2,0,1,0,0,0,3,1,0,1,2,30,3,2,1,0
36271,0,2,1,0,2,1,0,3,1,1,17,2,22,0,0,1,2
36272,0,2,0,1,3,0,3,3,1,1,1,1,5,4,0,1,0
36273,0,1,1,1,1,0,0,3,1,0,1,2,16,3,1,0,0
36274,0,1,0,1,2,0,0,3,1,0,5,2,24,2,1,3,0
36275,0,2,1,0,2,0,0,3,1,0,5,2,5,4,2,0,1
36276,0,2,0,1,2,0,0,3,1,0,1,3,16,2,2,1,2
36277,0,1,0,1,1,2,0,3,1,0,5,4,16,1,1,3,1
36278,0,1,0,1,3,0,0,3,1,0,1,2,5,4,1,3,1
36279,0,2,0,0,3,0,0,3,1,0,1,3,5,2,1,3,3
36280,1,1,0,0,3,0,0,3,1,0,1,2,5,4,1,0,1
36281,0,2,0,1,3,0,0,3,1,0,1,2,5,3,1,1,2
36282,0,2,0,0,2,1,0,3,1,0,6,2,7,3,2,0,1
36283,0,1,1,1,2,1,1,3,1,0,5,1,16,0,1,0,3
36284,0,2,0,0,1,0,2,3,1,0,5,2,16,2,0,0,1
36285,0,1,1,0,1,0,0,3,1,0,5,4,16,1,1,0,1
36286,1,2,0,1,1,0,2,3,1,1,10,1,16,0,2,1,0
36287,0,1,0,1,1,0,1,1,1,0,12,1,24,0,2,0,0
36288,0,2,0,1,1,0,0,3,1,0,13,2,23,2,0,0,3
36289,0,1,1,1,1,0,0,3,1,1,5,2,17,2,2,1,2
36290,0,2,0,1,1,0,1,3,1,0,5,2,16,1,2,1,0
36291,0,2,1,0,2,2,4,3,1,0,17,2,22,0,2,0,3
36292,0,2,0,1,1,0,0,3,1,0,4,2,23,1,0,1,1
36293,1,1,1,0,0,1,0,3,1,0,17,2,1,1,1,1,2
36294,0,1,0,1,1,0,2,3,1,0,5,2,16,2,1,1,0
36295,0,1,1,1,1,1,0,3,1,0,5,3,16,1,1,3,2
36296,0,2,0,0,1,0,0,3,1,1,10,3,24,1,0,0,2
36297,0,1,0,0,1,0,0,3,1,0,12,2,3,2,1,0,1
36298,0,2,0,1,1,0,0,0,1,0,13,4,21,1,1,3,1
36299,0,2,1,0,1,0,0,3,1,0,3,3,24,2,2,0,3
36300,0,2,1,1,3,0,3,3,1,0,1,1,5,3,1,0,2
36301,0,2,1,1,3,3,0,3,1,1,1,2,5,3,0,1,3
36302,0,2,1,1,1,1,0,3,1,0,5,2,16,1,0,1,1
36303,0,1,1,0,2,0,0,3,1,0,12,2,20,2,1,3,2
36304,0,2,1,1,2,0,4,3,1,0,1,4,16,1,1,0,2
36305,0,2,0,1,1,0,2,3,1,0,5,1,17,1,2,1,3
36306,0,2,0,1,3,1,0,3,1,0,1,2,5,3,0,3,2
36307,0,2,0,0,3,0,1,3,1,0,1,1,5,4,1,1,1
36308,0,2,0,0,1,0,1,3,1,0,7,3,5,1,0,0,1
36309,0,1,1,1,2,0,0,3,1,0,5,2,10,1,1,0,1
36310,0,1,1,0,1,2,1,3,1,0,12,1,16,2,1,1,0
36311,0,1,1,1,1,0,0,3,1,0,5,3,24,3,1,0,1
36312,0,2,0,1,3,0,0,3,1,0,1,2,5,4,0,3,0
36313,0,2,0,0,1,0,4,3,1,0,4,3,17,2,0,1,1
36314,0,2,0,1,2,0,0,3,1,0,2,2,24,2,0,1,3
36315,0,2,1,1,1,1,0,3,1,0,18,3,17,1,0,1,2
36316,0,2,0,1,2,0,1,3,1,0,17,1,23,3,1,3,2
36317,0,2,0,1,1,0,0,3,1,0,13,3,5,1,0,0,1
36318,0,2,1,1,0,0,0,3,1,0,4,2,16,3,2,0,1
36319,0,1,1,0,1,0,0,3,1,0,5,2,16,2,0,0,3
36320,0,2,0,1,1,0,4,3,1,0,10,2,16,1,1,1,1
36321,1,2,0,0,1,0,4,3,1,0,15,3,6,1,1,0,0
36322,0,1,0,0,1,1,1,3,1,0,17,1,9,0,1,3,2
36323,0,2,0,1,2,0,1,3,1,0,17,1,17,3,1,0,2
36324,0,2,1,0,1,0,0,3,1,0,2,2,16,2,0,1,3
36325,0,1,1,1,2,1,0,3,1,0,3,3,16,1,2,1,3
36326,0,1,0,0,3,0,0,3,1,0,1,2,5,4,2,3,0
36327,0,2,0,0,3,0,3,3,1,0,1,1,5,3,2,1,0
36328,0,2,1,0,2,0,0,3,1,0,10,2,16,1,0,0,2
36329,0,2,0,1,3,1,0,3,1,0,1,2,5,3,2,0,2
36330,0,1,1,0,2,0,0,3,1,0,4,2,16,2,0,0,3
36331,1,2,1,0,2,1,3,3,1,0,2,1,24,2,1,0,3
36332,0,2,1,1,1,0,0,3,1,0,16,2,5,1,1,3,0
36333,1,2,0,1,1,0,0,3,1,0,1,2,24,3,1,3,0
36334,0,2,0,1,2,1,1,3,1,0,4,1,16,0,1,3,2
36335,0,2,0,0,1,0,0,3,1,0,5,3,6,1,0,1,2
36336,0,2,0,1,1,0,2,3,1,0,10,1,16,0,1,0,1
36337,1,1,1,1,1,0,0,3,1,0,5,4,0,1,0,3,2
36338,0,2,1,0,1,0,0,3,1,0,10,3,10,1,0,0,2
36339,0,1,0,1,2,0,0,3,1,0,7,2,13,2,2,0,1
36340,1,2,0,0,1,0,2,3,1,1,10,2,10,0,1,1,2
36341,0,2,0,1,1,1,0,3,1,0,4,2,26,3,0,0,3
36342,1,1,0,1,2,3,4,3,1,0,15,2,16,1,0,1,1
36343,0,2,0,0,1,1,2,3,1,0,1,1,20,3,2,1,2
36344,0,2,1,1,2,0,0,3,1,0,10,3,24,0,0,1,2
36345,0,1,0,0,2,0,0,0,1,0,5,2,5,2,2,3,0
36346,0,2,1,1,2,1,0,3,1,1,3,3,5,2,1,3,3
36347,0,2,0,1,1,0,0,3,1,0,1,2,16,3,0,0,2
36348,0,2,0,0,1,0,0,3,1,0,3,4,26,1,1,3,0
36349,0,2,0,1,1,0,0,3,1,0,12,2,16,2,1,3,1
36350,0,1,1,0,2,1,0,3,1,1,12,3,16,2,1,0,3
36351,0,2,0,1,1,0,4,3,1,0,13,2,21,2,2,0,0
36352,0,2,0,1,1,0,0,3,1,1,7,2,16,2,0,0,2
36353,0,1,1,1,0,0,1,3,1,0,5,1,20,3,1,0,2
36354,0,2,0,1,3,0,0,3,1,0,1,2,5,4,1,0,0
36355,0,2,0,1,1,0,3,3,1,0,5,1,17,3,2,0,2
36356,0,1,1,1,1,0,0,3,1,0,12,5,16,3,1,3,2
36357,0,2,0,1,0,0,0,3,1,0,1,2,1,0,1,0,0
36358,0,1,0,1,1,0,1,3,1,0,1,1,16,0,1,0,1
36359,0,2,0,1,3,0,0,3,1,0,1,2,5,4,0,1,0
36360,0,1,0,1,1,0,0,3,1,0,12,2,16,0,2,1,0
36361,0,2,1,1,2,0,4,3,1,0,10,3,24,1,0,3,1
36362,0,2,0,1,1,0,1,0,1,0,5,1,24,0,1,3,1
36363,0,2,0,0,1,0,1,3,1,0,5,1,17,2,2,3,0
36364,1,2,0,1,1,1,0,3,1,0,16,2,8,2,2,0,3
36365,0,2,0,1,3,0,0,3,1,0,1,2,5,3,2,1,2
36366,1,2,0,1,1,2,0,3,1,0,17,2,22,0,0,0,0
36367,1,2,0,0,1,0,0,3,1,0,4,4,17,1,1,0,0
36368,0,2,0,1,1,0,0,3,1,0,1,2,24,1,1,3,2
36369,0,2,0,1,3,0,0,3,1,0,1,2,5,3,2,0,0
36370,0,2,0,1,1,0,0,3,1,0,1,2,5,2,1,0,0
36371,0,2,0,1,1,0,0,3,1,0,13,4,23,1,0,3,2
