TARGET,자녀 수,가족 구성원 수,나이,가입연수,월간 수입,성별,차량 소유 여부,부동산 소유 여부,수입 유형,최종 학력,결혼 여부,주거 형태,휴대전화 소유 여부,이메일 소유 여부,직업,산업군,도시구분
0,1,3.0,40,4.0,2212500.0,1,1,1,0,1,0,3,1,0,9,5,1
0,5,7.0,34,3.0,1416000.0,1,0,1,1,0,0,3,1,0,5,16,1
0,0,1.0,60,27.0,2212500.0,1,0,1,3,0,3,3,1,0,1,5,2
1,0,2.0,44,23.0,2655000.0,0,0,0,2,1,0,3,1,0,5,16,1
0,0,2.0,58,15.0,2212500.0,0,0,1,2,0,0,3,1,0,6,32,1
0,0,2.0,65,36.0,1858500.0,1,0,1,3,0,0,3,1,0,1,5,2
0,0,2.0,44,0.0,3097500.0,1,1,1,1,1,0,3,1,1,5,18,3
0,0,2.0,47,1.0,2124000.0,1,0,1,1,0,0,3,1,0,10,26,1
1,0,1.0,52,6.0,1593000.0,0,0,1,3,0,1,3,1,0,1,5,2
0,1,3.0,24,3.0,1239000.0,1,0,1,1,0,0,3,1,0,10,24,2
0,0,1.0,62,30.0,3717000.0,1,0,1,3,1,2,3,1,0,1,5,1
0,1,3.0,28,11.0,2655000.0,0,1,0,1,0,0,3,1,0,5,16,0
0,0,2.0,25,10.0,2212500.0,1,0,0,2,0,0,3,1,0,10,24,3
0,0,1.0,53,22.0,1770000.0,1,0,1,0,0,1,3,1,0,18,26,2
0,0,2.0,64,35.0,3097500.0,1,0,1,3,0,0,3,1,0,1,5,3
0,2,4.0,38,14.0,2212500.0,1,1,1,2,0,0,3,1,0,10,10,2
0,2,4.0,39,1.0,3097500.0,1,0,1,1,0,0,3,1,0,16,2,3
0,0,2.0,43,19.0,4425000.0,1,0,1,0,0,4,3,1,0,17,1,1
0,0,2.0,48,15.0,3982500.0,1,0,0,1,1,0,3,1,0,17,4,2
0,0,2.0,54,23.0,2212500.0,1,0,0,1,0,0,3,1,0,5,16,3
0,2,3.0,46,1.0,7080000.0,0,1,1,2,0,1,3,1,0,5,26,3
0,1,3.0,41,4.0,4425000.0,0,1,1,1,1,0,3,1,0,5,20,3
0,1,3.0,27,3.0,1593000.0,1,0,1,2,0,0,3,1,0,12,28,1
0,0,2.0,33,12.0,2212500.0,1,1,1,1,0,0,3,1,0,10,16,2
0,0,1.0,24,6.0,3982500.0,0,0,1,1,0,1,3,1,0,12,16,3
0,1,3.0,40,18.0,3982500.0,1,0,1,2,0,0,3,1,0,10,24,1
1,0,1.0,22,9.0,2212500.0,0,0,1,1,0,1,3,1,0,5,16,2
0,0,2.0,60,23.0,2212500.0,0,1,1,2,0,0,3,1,1,7,13,3
0,0,1.0,52,2.0,5310000.0,1,0,0,2,1,1,3,1,0,1,5,3
0,0,2.0,42,4.0,3894000.0,1,0,1,1,1,0,3,1,1,3,16,2
0,0,2.0,60,5.0,5000250.0,0,1,0,2,1,0,3,1,0,1,17,3
0,2,4.0,35,4.0,3186000.0,1,1,1,1,1,0,3,1,0,1,5,3
0,1,3.0,43,27.0,1062000.0,1,1,0,3,0,0,3,1,0,1,5,2
0,0,2.0,28,17.0,2832000.0,0,0,1,1,0,0,3,1,0,10,20,3
0,0,2.0,57,8.0,6637500.0,1,1,0,3,0,0,3,1,0,1,5,3
0,0,2.0,23,13.0,3097500.0,0,1,1,0,0,4,3,1,1,12,26,3
0,1,3.0,27,27.0,4425000.0,0,1,1,1,0,0,3,1,0,5,16,2
0,1,3.0,47,27.0,1239000.0,0,0,1,1,0,0,3,1,0,1,13,3
0,0,2.0,28,17.0,3540000.0,0,1,1,1,0,4,3,1,0,12,16,2
0,1,3.0,48,26.0,2212500.0,1,1,1,1,0,0,3,1,0,12,16,2
0,0,2.0,22,8.0,3274500.0,0,0,1,1,0,0,3,1,1,5,20,2
0,0,2.0,31,1.0,2433750.0,1,0,1,1,0,0,3,1,0,5,28,3
0,0,2.0,30,13.0,5929500.0,1,0,0,2,0,0,3,1,0,10,10,3
0,0,2.0,61,34.0,1460250.0,1,0,1,3,0,0,3,1,0,1,5,3
0,0,2.0,51,21.0,1770000.0,1,0,0,1,0,0,3,1,0,3,30,3
0,3,4.0,50,14.0,3540000.0,1,0,1,1,0,3,3,1,0,1,23,3
0,1,3.0,26,19.0,3540000.0,1,1,1,2,1,0,3,1,0,18,16,1
0,2,4.0,31,1.0,4425000.0,1,1,1,1,0,0,3,1,0,10,10,1
0,0,2.0,60,33.0,2389500.0,1,1,0,0,1,0,3,1,0,17,21,0
0,2,4.0,42,7.0,3982500.0,1,0,1,1,1,0,3,1,0,17,23,2
0,0,1.0,58,28.0,2301000.0,1,0,1,2,0,1,3,1,0,6,16,3
0,2,4.0,37,3.0,3540000.0,1,0,0,2,0,0,3,1,0,10,24,1
0,0,1.0,47,9.0,3274500.0,1,0,1,2,1,2,3,1,0,3,16,3
0,0,2.0,60,26.0,2212500.0,1,0,1,3,0,0,3,1,0,1,5,3
0,1,3.0,38,20.0,1770000.0,1,0,1,2,0,0,3,1,0,16,17,1
1,1,3.0,29,2.0,3097500.0,1,0,1,1,1,0,3,1,0,17,21,2
0,0,2.0,27,7.0,6195000.0,1,0,1,1,2,0,3,1,0,10,16,3
0,1,3.0,40,1.0,2832000.0,1,0,1,1,0,0,3,1,1,4,16,2
0,0,2.0,53,15.0,2655000.0,0,0,1,3,1,0,3,1,0,1,5,3
0,0,2.0,55,2.0,2478000.0,1,0,1,1,1,0,2,1,0,17,30,2
0,0,2.0,40,19.0,3982500.0,1,1,1,1,0,0,3,1,0,1,16,3
0,0,2.0,30,13.0,2655000.0,0,0,0,1,2,4,3,1,0,15,16,2
0,0,2.0,37,2.0,5752500.0,1,0,1,1,0,4,3,1,1,4,0,3
0,0,2.0,62,16.0,1947000.0,1,0,1,3,0,0,3,1,0,1,5,2
0,0,2.0,30,5.0,3097500.0,1,1,0,1,0,0,3,1,0,2,18,3
0,0,1.0,60,33.0,1062000.0,1,0,1,3,0,1,3,1,0,1,5,1
0,1,3.0,46,17.0,4425000.0,0,0,1,1,1,0,3,1,0,12,23,3
0,0,2.0,64,32.0,3097500.0,0,0,0,1,0,0,3,1,0,5,5,2
1,2,4.0,29,14.0,2655000.0,1,1,1,2,0,0,3,1,0,10,10,3
0,0,1.0,26,3.0,4425000.0,0,0,0,2,1,1,3,1,0,1,20,3
0,1,2.0,45,16.0,5221500.0,1,0,1,0,1,3,0,1,0,17,5,1
0,0,2.0,54,24.0,1239000.0,1,0,1,3,0,0,3,1,0,1,5,3
0,0,2.0,57,1.0,2655000.0,0,0,1,1,0,0,3,1,0,1,16,3
0,0,1.0,54,17.0,3363000.0,1,0,1,1,0,1,3,1,0,5,24,1
0,0,2.0,63,2.0,1168200.0,1,0,1,3,0,0,3,1,0,1,5,3
0,0,1.0,56,26.0,3363000.0,1,0,0,1,0,3,3,1,0,5,21,1
0,0,1.0,49,5.0,1770000.0,1,0,1,3,0,2,3,1,0,1,5,1
0,1,3.0,34,1.0,2655000.0,0,0,0,1,1,0,3,1,0,12,0,2
0,2,4.0,34,0.0,2212500.0,1,0,1,1,0,0,3,1,0,1,30,2
0,0,2.0,63,34.0,3097500.0,0,1,1,1,0,0,3,1,0,5,16,3
0,3,5.0,39,7.0,3540000.0,0,0,0,1,0,0,3,1,0,5,0,3
0,0,1.0,42,4.0,8850000.0,1,1,1,2,1,1,3,1,0,3,16,3
0,0,2.0,31,4.0,3982500.0,1,1,1,1,1,0,3,1,0,10,24,3
0,2,4.0,34,6.0,1770000.0,1,0,1,1,0,0,3,1,0,10,10,3
1,1,3.0,42,11.0,3540000.0,1,1,1,1,1,0,3,1,0,17,24,1
0,1,3.0,33,13.0,1858500.0,1,0,1,2,1,0,3,1,0,17,10,2
0,0,1.0,61,30.0,2655000.0,1,0,0,1,1,3,3,1,0,10,16,2
0,0,2.0,54,11.0,6195000.0,1,1,1,1,0,0,3,1,0,4,23,1
0,0,1.0,54,9.0,5752500.0,1,1,1,1,1,1,3,1,1,18,16,2
0,0,2.0,42,24.0,3982500.0,1,0,0,0,0,0,3,1,0,5,16,3
0,0,2.0,40,5.0,4425000.0,1,1,1,2,0,0,3,1,0,1,16,2
0,0,1.0,67,31.0,2655000.0,0,0,1,3,0,3,3,1,0,1,5,1
0,0,2.0,27,8.0,4425000.0,0,1,1,1,1,4,3,1,1,17,24,2
0,1,2.0,46,18.0,2212500.0,1,0,1,1,0,1,3,1,0,5,16,2
0,2,4.0,35,18.0,3982500.0,0,1,0,2,0,0,3,1,0,12,16,3
0,1,3.0,46,21.0,4425000.0,0,1,1,1,1,0,3,1,0,3,16,2
0,0,2.0,67,16.0,2655000.0,1,0,1,3,0,0,3,1,0,1,5,3
0,2,4.0,39,7.0,3540000.0,0,1,1,1,0,0,3,1,0,5,16,3
0,1,3.0,37,4.0,3540000.0,1,0,0,1,0,0,3,1,0,5,16,1
0,0,1.0,36,5.0,3097500.0,0,1,0,1,0,1,3,1,0,1,16,1
0,0,2.0,29,3.0,6195000.0,0,1,1,1,2,0,3,1,1,1,20,3
0,0,1.0,45,39.0,1770000.0,1,0,1,1,1,2,3,1,0,1,16,1
0,2,4.0,42,15.0,2743500.0,1,0,0,1,0,0,3,1,1,13,23,2
0,2,4.0,35,8.0,4425000.0,1,0,1,1,0,4,3,1,0,16,16,1
0,0,2.0,43,7.0,3982500.0,1,0,1,2,0,0,3,1,0,10,10,2
0,0,2.0,40,20.0,1504500.0,1,0,1,2,0,0,3,1,0,1,16,1
0,3,5.0,31,5.0,3540000.0,0,1,1,0,1,0,3,1,0,17,1,2
1,0,2.0,29,0.0,1770000.0,1,0,1,1,0,0,3,1,0,1,16,3
0,0,2.0,31,1.0,3540000.0,0,0,1,1,0,0,3,1,0,12,26,2
0,0,2.0,43,20.0,2655000.0,0,0,1,1,0,0,3,1,0,5,24,3
0,1,3.0,33,2.0,1504500.0,1,0,1,1,1,0,3,1,1,1,16,2
0,0,2.0,54,16.0,1770000.0,1,0,1,2,0,0,3,1,0,10,10,2
0,0,1.0,55,26.0,7080000.0,0,1,1,1,0,2,3,1,0,12,5,3
1,1,3.0,48,3.0,1770000.0,0,0,1,0,0,0,3,1,0,1,3,1
0,0,2.0,38,9.0,2478000.0,1,1,1,0,1,4,3,1,0,4,16,2
0,0,2.0,37,20.0,5752500.0,1,0,1,2,0,4,3,1,0,18,22,3
0,0,2.0,58,30.0,4867500.0,1,0,1,1,1,0,3,1,0,1,10,1
0,0,2.0,45,15.0,4867500.0,1,1,1,2,1,0,3,1,0,18,16,1
0,0,2.0,57,11.0,885000.0,1,0,1,3,0,0,3,1,0,1,5,3
0,0,1.0,57,18.0,2655000.0,1,0,1,3,0,3,3,1,0,1,5,3
0,0,2.0,57,21.0,5310000.0,1,0,1,3,0,0,3,1,0,1,5,1
0,0,2.0,40,6.0,3097500.0,1,0,1,2,0,4,3,1,0,5,17,3
0,1,3.0,43,11.0,3982500.0,1,0,1,1,0,0,3,1,0,5,24,3
1,1,3.0,29,28.0,1770000.0,1,0,1,1,0,0,3,1,0,18,5,2
0,1,2.0,28,1.0,1416000.0,1,1,1,0,0,2,3,1,0,13,23,3
0,1,3.0,31,8.0,2655000.0,0,0,1,2,0,0,3,1,0,4,16,3
0,0,2.0,53,26.0,3451500.0,0,0,1,3,0,0,3,1,0,1,5,3
0,0,2.0,61,31.0,4602000.0,0,1,1,3,0,0,3,1,0,1,5,3
0,0,2.0,52,13.0,3894000.0,1,1,1,0,1,0,3,1,0,17,30,2
0,0,2.0,54,9.0,2389500.0,1,0,0,0,1,0,3,1,0,3,7,3
0,0,2.0,50,29.0,6195000.0,0,1,1,1,0,0,3,1,0,12,16,3
0,0,2.0,59,31.0,4248000.0,1,0,1,1,0,0,3,1,0,18,23,2
0,0,1.0,37,20.0,4867500.0,0,0,1,2,3,1,3,1,0,10,24,1
0,2,4.0,39,8.0,885000.0,1,0,1,0,0,0,3,1,0,13,23,1
0,0,2.0,55,31.0,4159500.0,0,0,1,1,0,0,3,1,0,5,16,2
0,0,1.0,60,19.0,3743550.0,1,0,1,1,0,1,3,1,0,13,5,1
0,0,2.0,62,28.0,3540000.0,1,0,1,3,0,0,3,1,0,1,5,3
0,0,2.0,52,31.0,5310000.0,0,1,0,2,0,0,0,1,0,12,5,3
0,1,3.0,38,20.0,2212500.0,1,0,0,1,0,0,3,1,0,10,24,3
0,1,3.0,32,14.0,4425000.0,1,0,0,0,1,0,3,1,0,17,21,3
0,0,2.0,60,7.0,3097500.0,0,0,0,1,0,4,3,1,0,1,16,2
0,0,2.0,38,23.0,1327500.0,1,0,0,1,0,0,3,1,0,1,5,2
0,0,1.0,60,13.0,805350.0,1,0,1,3,0,3,3,1,0,1,5,3
0,2,4.0,41,1.0,3097500.0,1,1,1,2,0,0,3,1,0,16,16,3
0,0,2.0,49,8.0,2655000.0,1,0,1,1,0,0,3,1,0,1,16,2
0,0,2.0,27,13.0,1947000.0,1,0,0,2,1,0,3,1,0,10,9,1
0,0,1.0,26,12.0,4425000.0,1,0,0,1,1,1,3,1,0,10,16,3
0,0,1.0,42,9.0,2655000.0,1,1,1,1,0,1,3,1,0,5,16,3
0,0,2.0,49,24.0,5752500.0,0,1,1,2,0,0,3,1,0,12,20,2
1,0,1.0,66,5.0,885000.0,1,0,1,3,0,2,3,1,0,1,5,2
0,0,1.0,58,1.0,2655000.0,1,0,0,3,0,3,3,1,0,1,5,3
0,1,2.0,30,1.0,3540000.0,1,1,1,1,0,2,3,1,0,13,5,3
0,0,2.0,67,38.0,3186000.0,0,1,1,3,0,0,3,1,0,1,5,3
0,0,2.0,28,14.0,1327500.0,1,0,0,1,2,0,3,1,0,5,17,2
0,0,2.0,28,6.0,3097500.0,1,0,0,0,1,0,3,1,0,1,30,2
0,0,2.0,46,11.0,2212500.0,1,0,1,1,0,0,3,1,0,1,10,2
0,0,1.0,47,5.0,3097500.0,1,0,1,1,0,2,2,1,0,13,5,1
0,0,2.0,42,17.0,2212500.0,1,0,1,2,0,0,3,1,0,1,17,2
0,0,2.0,53,12.0,4425000.0,1,0,1,2,0,0,3,1,0,3,16,3
0,0,2.0,57,5.0,2832000.0,1,0,1,2,1,0,3,1,0,4,16,3
0,0,1.0,56,26.0,10620000.0,1,0,1,3,2,2,3,1,0,1,5,1
0,0,2.0,45,7.0,2655000.0,1,0,0,2,0,0,3,1,0,2,18,1
0,0,2.0,46,27.0,2212500.0,0,0,1,1,0,0,3,1,0,17,6,2
0,0,1.0,61,23.0,2655000.0,1,0,0,3,0,2,3,1,0,1,5,3
0,1,3.0,28,13.0,2124000.0,1,0,1,1,1,0,3,1,0,17,14,2
1,0,2.0,36,19.0,1770000.0,1,0,0,1,0,4,3,1,0,16,8,3
0,2,4.0,38,14.0,4425000.0,1,1,1,2,1,0,0,1,0,2,16,2
0,1,3.0,39,17.0,1327500.0,1,0,1,2,0,0,3,1,0,10,24,2
0,0,2.0,51,23.0,5752500.0,0,1,1,3,0,0,3,1,0,1,5,2
0,0,1.0,29,14.0,6637500.0,1,1,0,2,1,1,3,1,0,1,16,2
0,2,4.0,30,10.0,1770000.0,1,0,0,1,0,0,0,1,0,5,17,3
1,0,1.0,32,15.0,3097500.0,1,0,1,1,1,1,3,1,0,18,16,3
0,0,2.0,50,17.0,2655000.0,0,0,0,2,0,0,3,1,0,15,16,3
0,0,2.0,44,1.0,2655000.0,1,0,1,1,0,0,3,1,0,10,10,1
0,1,3.0,38,12.0,3097500.0,1,0,0,1,0,4,3,1,0,7,13,2
0,1,3.0,27,4.0,2212500.0,1,0,1,1,0,4,3,1,1,10,16,2
0,2,4.0,38,4.0,2655000.0,1,1,1,0,1,0,3,1,0,17,30,1
0,1,3.0,25,10.0,2655000.0,0,1,0,1,0,0,3,1,0,5,16,3
0,0,2.0,52,27.0,3982500.0,1,0,1,2,0,0,3,1,0,10,24,2
0,0,1.0,52,28.0,4425000.0,1,0,1,0,1,2,3,1,0,17,30,3
0,1,3.0,43,25.0,2655000.0,1,0,1,1,0,0,3,1,0,5,5,1
0,1,3.0,42,15.0,1504500.0,1,0,1,2,0,0,3,1,0,1,16,1
0,0,2.0,56,7.0,3186000.0,1,0,0,3,0,4,3,1,0,1,5,2
0,4,6.0,35,3.0,1593000.0,1,1,1,1,0,0,3,1,0,17,21,3
0,1,3.0,27,1.0,3540000.0,0,0,1,1,0,0,3,1,0,4,24,2
0,1,3.0,30,14.0,3540000.0,1,1,0,2,0,0,3,1,0,10,24,3
0,0,2.0,49,20.0,1062000.0,1,0,1,1,0,0,3,1,0,13,23,2
1,0,2.0,40,3.0,1593000.0,1,0,0,1,0,0,3,1,0,13,23,2
1,0,2.0,55,8.0,3097500.0,0,0,0,1,0,0,3,1,0,12,16,3
0,0,1.0,64,10.0,3540000.0,0,1,1,3,0,3,3,1,0,1,5,3
0,2,4.0,39,1.0,3540000.0,0,1,0,2,1,0,3,1,0,4,16,3
0,0,2.0,60,4.0,5752500.0,1,0,1,1,0,0,3,1,1,18,16,1
0,2,4.0,37,20.0,3540000.0,1,0,1,1,0,0,3,1,0,5,28,3
0,1,3.0,44,13.0,2655000.0,0,0,0,1,0,0,3,1,0,12,19,2
0,0,2.0,53,30.0,1947000.0,1,0,0,2,0,0,3,1,0,5,16,3
0,0,2.0,43,18.0,4425000.0,0,1,1,2,0,0,3,1,0,3,24,3
0,0,1.0,29,15.0,2212500.0,0,0,0,1,0,1,3,1,1,5,24,3
0,0,2.0,55,0.0,1770000.0,1,0,1,3,2,0,3,1,0,1,5,3
0,0,2.0,27,26.0,3982500.0,1,1,0,2,1,0,3,1,0,1,16,2
0,0,2.0,63,15.0,2655000.0,1,0,1,3,0,0,3,1,0,1,5,3
0,0,2.0,61,2.0,2212500.0,1,0,1,3,1,0,3,1,0,1,5,3
0,0,2.0,45,5.0,4425000.0,0,0,1,1,2,0,3,1,0,17,4,3
0,2,4.0,35,3.0,2655000.0,0,0,1,1,0,0,3,1,0,5,16,1
0,0,2.0,54,27.0,796500.0,1,0,1,1,0,0,3,1,0,10,16,2
0,0,2.0,32,7.0,1327500.0,0,1,1,3,0,4,3,1,0,1,5,2
1,0,2.0,45,24.0,3540000.0,1,0,1,1,0,4,3,1,0,6,20,3
1,0,2.0,27,6.0,2655000.0,1,1,1,2,0,0,3,1,1,1,26,1
0,0,2.0,53,0.0,2655000.0,1,0,0,2,1,0,3,1,0,7,13,3
0,0,2.0,61,19.0,3274500.0,1,1,1,3,0,0,3,1,0,1,5,3
0,2,4.0,45,1.0,3540000.0,0,1,1,1,0,0,3,1,0,12,16,2
0,0,2.0,28,2.0,1416000.0,1,0,0,1,0,0,3,1,0,10,24,3
0,0,2.0,41,12.0,2212500.0,0,1,1,1,1,0,3,1,0,7,21,3
0,0,1.0,64,31.0,5310000.0,1,0,1,3,0,1,3,1,0,1,5,3
0,0,2.0,47,22.0,1327500.0,0,1,1,3,1,0,3,1,0,1,5,3
0,0,1.0,60,33.0,3186000.0,1,0,1,3,0,2,3,1,0,1,5,1
0,0,2.0,43,12.0,2212500.0,0,0,0,1,0,0,3,1,0,5,10,1
0,1,3.0,42,11.0,5310000.0,0,1,0,2,0,0,3,1,1,5,16,3
0,1,3.0,33,2.0,9469500.0,0,1,0,1,1,0,3,1,0,10,16,3
1,0,1.0,66,12.0,1327500.0,1,0,0,3,0,3,3,1,0,1,5,1
0,1,3.0,35,1.0,5310000.0,1,0,1,0,0,0,3,1,0,13,23,3
0,0,2.0,49,16.0,2743500.0,0,1,1,2,0,0,3,1,1,12,16,2
0,0,2.0,56,3.0,619500.0,1,0,1,3,1,0,3,1,0,1,5,3
0,0,1.0,58,31.0,2655000.0,0,1,1,3,0,2,3,1,0,1,5,3
0,0,1.0,32,17.0,2212500.0,0,1,1,1,0,1,3,1,0,5,0,3
0,0,2.0,63,29.0,2389500.0,1,0,1,3,0,0,3,1,0,1,5,1
0,1,3.0,46,13.0,2212500.0,1,0,1,1,0,0,3,1,0,1,16,1
0,1,3.0,42,16.0,2212500.0,1,0,1,2,1,4,3,1,0,13,23,3
0,0,2.0,32,15.0,3540000.0,1,0,1,1,0,4,3,1,0,2,18,0
0,0,2.0,56,31.0,3540000.0,1,0,1,3,0,0,3,1,0,1,5,3
0,0,2.0,52,26.0,1504500.0,1,0,1,1,0,0,3,1,0,1,16,3
1,0,2.0,27,13.0,1593000.0,1,0,1,2,0,0,3,1,0,10,16,3
0,1,3.0,41,16.0,4956000.0,1,0,0,0,1,0,3,1,0,3,30,2
0,0,2.0,64,35.0,1593000.0,1,0,1,3,0,0,3,1,0,1,5,3
0,1,2.0,45,23.0,2212500.0,1,0,1,3,0,3,3,1,0,1,5,1
0,0,1.0,37,11.0,3540000.0,0,1,0,2,0,1,3,1,0,4,17,2
0,0,1.0,44,3.0,1327500.0,0,0,0,1,0,1,3,1,0,7,13,2
0,0,1.0,64,27.0,4425000.0,1,0,1,1,1,1,3,1,0,17,30,3
0,0,2.0,59,21.0,2655000.0,0,1,1,2,0,0,3,1,0,12,24,2
0,0,1.0,56,40.0,3097500.0,0,0,1,1,0,1,3,1,0,5,16,2
0,0,2.0,46,6.0,3186000.0,0,1,1,0,1,0,3,1,0,17,26,3
0,0,2.0,66,14.0,1327500.0,1,0,1,3,0,4,3,1,0,1,5,1
0,0,2.0,44,25.0,3097500.0,1,0,1,1,0,4,3,1,0,1,16,3
0,0,2.0,51,13.0,1947000.0,1,1,0,3,0,0,3,1,0,1,5,1
0,0,2.0,50,11.0,3982500.0,0,1,1,1,0,0,3,1,0,12,24,2
0,0,1.0,45,19.0,3982500.0,1,0,1,2,0,3,3,1,0,17,10,3
0,0,2.0,55,33.0,885000.0,1,0,0,3,0,4,3,1,0,1,5,3
0,1,3.0,25,1.0,3982500.0,1,1,1,1,2,0,3,1,0,4,16,3
0,0,2.0,47,10.0,2655000.0,1,0,0,1,1,0,3,1,0,4,10,3
0,0,2.0,54,2.0,796500.0,1,0,0,3,0,0,3,1,0,1,5,1
0,0,2.0,46,2.0,2478000.0,1,0,0,1,0,0,3,1,0,5,20,3
0,0,2.0,45,9.0,1770000.0,1,0,1,1,0,0,3,1,0,10,16,2
0,0,2.0,32,3.0,3540000.0,0,0,1,1,0,0,3,1,0,5,16,3
0,0,2.0,27,12.0,3540000.0,0,1,0,1,0,0,3,1,0,17,10,3
0,0,1.0,33,15.0,1327500.0,1,0,0,1,0,1,3,1,0,5,26,1
0,0,2.0,62,14.0,3540000.0,1,1,1,3,0,4,3,1,0,1,5,2
0,0,2.0,40,1.0,2301000.0,1,0,1,1,2,0,3,1,0,10,24,3
1,0,2.0,54,23.0,1327500.0,0,0,1,1,0,0,3,1,0,5,24,3
0,1,3.0,39,8.0,1770000.0,1,0,1,1,0,0,3,1,0,17,19,3
0,0,2.0,51,30.0,4425000.0,1,1,1,3,0,0,3,1,1,1,5,1
0,0,2.0,56,32.0,10620000.0,0,1,1,0,1,0,3,1,0,4,5,3
0,0,2.0,57,22.0,2212500.0,0,0,1,0,1,0,1,1,0,1,5,2
0,0,2.0,43,9.0,1770000.0,1,0,1,1,0,0,3,1,0,18,16,2
0,0,2.0,46,8.0,3540000.0,1,1,1,2,0,4,3,1,0,17,26,3
0,0,2.0,65,9.0,5310000.0,1,0,1,3,0,0,3,1,0,1,5,1
0,0,1.0,56,9.0,2655000.0,1,0,1,3,1,3,3,1,0,1,5,1
0,0,1.0,58,31.0,7522500.0,1,1,1,3,0,2,3,1,0,1,5,3
0,0,2.0,51,14.0,3982500.0,0,0,1,2,0,0,3,1,0,5,0,3
0,1,2.0,25,11.0,3097500.0,0,1,1,2,1,1,3,1,1,4,16,3
0,0,2.0,32,2.0,2212500.0,1,0,1,1,0,0,3,1,0,10,24,3
0,0,2.0,51,24.0,5310000.0,1,0,1,0,1,0,3,1,0,13,21,3
0,1,3.0,29,0.0,2212500.0,1,0,1,1,0,0,3,1,0,10,10,1
0,0,2.0,57,32.0,1947000.0,1,0,1,1,1,0,3,1,0,10,24,2
0,0,2.0,61,12.0,2655000.0,1,1,1,3,0,0,3,1,0,1,5,3
0,0,2.0,59,13.0,5310000.0,1,1,1,3,1,0,3,1,0,1,5,2
1,0,2.0,43,8.0,4425000.0,1,1,0,0,0,4,3,1,0,3,19,1
1,1,3.0,25,1.0,2212500.0,0,0,1,1,0,0,3,1,0,5,16,3
1,0,2.0,36,8.0,3097500.0,1,0,0,1,0,0,3,1,0,1,16,1
0,0,2.0,40,3.0,4425000.0,1,0,1,2,0,4,3,1,0,5,16,2
0,0,2.0,58,11.0,1327500.0,1,0,0,3,0,0,3,1,0,1,5,3
0,0,1.0,45,20.0,1593000.0,1,1,1,0,0,3,3,1,0,5,16,2
0,0,2.0,46,12.0,3097500.0,0,1,1,1,0,4,3,1,0,12,10,3
0,0,2.0,52,11.0,4425000.0,1,0,1,1,0,0,3,1,0,8,16,3
1,1,3.0,25,1.0,3097500.0,0,0,1,1,0,0,3,1,0,5,16,3
0,1,3.0,47,9.0,7080000.0,0,0,1,1,0,0,3,1,0,5,20,2
0,0,1.0,65,37.0,2655000.0,1,0,1,3,0,3,3,1,0,1,5,3
0,0,1.0,67,34.0,1770000.0,1,0,0,3,0,3,3,1,0,1,5,2
0,2,4.0,40,18.0,2212500.0,1,0,1,1,2,0,3,1,0,5,16,3
0,1,3.0,23,2.0,2655000.0,0,0,0,1,0,0,3,1,0,3,0,3
0,2,4.0,38,0.0,3982500.0,1,0,1,1,1,0,3,1,0,17,21,1
0,2,4.0,54,34.0,13275000.0,1,1,1,2,0,4,3,1,0,5,17,3
0,0,1.0,50,25.0,796500.0,1,0,1,1,0,2,3,1,0,10,24,2
0,0,1.0,27,9.0,2655000.0,1,0,0,2,1,1,3,1,0,10,24,3
0,0,2.0,61,6.0,796500.0,1,0,1,3,3,0,3,1,0,1,5,3
0,0,2.0,38,0.0,2212500.0,1,1,1,1,0,0,3,1,0,13,23,2
0,0,2.0,42,18.0,2478000.0,0,1,0,1,0,0,0,1,0,12,24,2
0,0,2.0,52,29.0,3186000.0,1,0,0,1,0,0,3,1,0,1,5,2
0,0,2.0,44,4.0,1327500.0,1,1,0,1,0,0,3,1,0,13,23,2
0,0,1.0,41,10.0,1681500.0,1,0,1,1,0,3,3,1,0,10,16,3
0,0,2.0,52,3.0,2212500.0,1,0,0,1,0,0,3,1,0,10,24,3
0,0,1.0,65,34.0,2655000.0,1,0,0,0,0,1,3,1,0,13,23,3
0,0,2.0,36,10.0,7080000.0,0,0,0,2,0,0,3,1,0,1,16,3
0,0,1.0,54,33.0,4867500.0,1,0,1,1,1,3,0,1,0,13,23,3
0,1,3.0,37,3.0,4425000.0,1,1,1,1,1,0,3,1,0,17,23,2
0,1,3.0,30,9.0,5310000.0,0,1,1,1,1,0,3,1,0,1,16,3
0,0,2.0,45,9.0,7080000.0,1,1,1,2,0,4,3,1,0,3,24,2
0,1,3.0,43,21.0,3805500.0,0,1,0,2,0,0,3,1,0,5,16,1
0,1,3.0,36,1.0,3097500.0,1,0,1,2,0,4,3,1,0,5,0,1
0,1,3.0,49,3.0,4071000.0,0,1,1,1,0,0,3,1,0,1,17,2
0,0,2.0,43,12.0,3540000.0,1,1,1,1,0,0,3,1,0,5,16,2
1,0,2.0,45,13.0,4867500.0,1,0,1,1,0,0,3,1,0,5,17,1
0,1,3.0,36,11.0,4779000.0,0,0,1,2,0,0,3,1,0,5,6,1
0,0,1.0,35,19.0,2212500.0,1,0,0,1,0,1,3,1,0,17,24,3
0,0,2.0,56,39.0,3097500.0,1,0,0,1,0,0,3,1,0,17,21,2
0,1,2.0,23,23.0,2655000.0,0,0,0,1,0,1,3,1,0,5,24,1
0,0,2.0,49,10.0,4425000.0,0,1,1,1,1,0,3,1,0,4,16,2
